MSG:1005,0,1,"MakeMKV v1.18.3 darwin(arm64-release) started","%1 started","MakeMKV v1.18.3 darwin(arm64-release)"
MSG:1009,0,1,"Profile parsing error: default profile missing, using builtin default","Profile parsing error: %1","default profile missing, using builtin default"
MSG:2010,0,1,"Optical drive \"BD-RE ASUS BW-16D1HT 3.10 KLAO3FE4810d\" opened in OS access mode.","Optical drive \"%1\" opened in OS access mode.","BD-RE ASUS BW-16D1HT 3.10 KLAO3FE4810d"
TINFO:180,25,0,"1"
TINFO:180,26,0,"675"
TINFO:180,27,0,"Avatar- Fire and Ash_t180.mkv"
TINFO:180,28,0,"eng"
TINFO:180,29,0,"English"
TINFO:180,30,0,"Avatar: Fire and Ash , 3.1 MB"
TINFO:180,31,6120,"<b>Title information</b><br>"
TINFO:180,33,0,"0"
SINFO:180,0,1,6201,"Video"
SINFO:180,0,5,0,"V_MPEGH/ISO/HEVC"
SINFO:180,0,6,0,"MpegH"
SINFO:180,0,7,0,"MpegH HEVC Main10@L5.1 (dvhe.07.06 BL+MEL+RPU)"
SINFO:180,0,19,0,"3840x2160"
SINFO:180,0,20,0,"16:9"
SINFO:180,0,21,0,"23.976 (480000/20020)"
SINFO:180,0,22,0,"65536"
SINFO:180,0,28,0,"eng"
SINFO:180,0,29,0,"English"
SINFO:180,0,30,0,"MpegH HEVC Main10@L5.1 (dvhe.07.06 BL+MEL+RPU)"
SINFO:180,0,31,6121,"<b>Track information</b><br>"
SINFO:180,0,33,0,"0"
SINFO:180,0,38,0,""
SINFO:180,0,42,5088,"( Lossless conversion )"
TINFO:181,2,0,"Avatar: Fire and Ash"
TINFO:181,9,0,"0:00:07"
TINFO:181,10,0,"3.1 MB"
TINFO:181,11,0,"3348480"
TINFO:181,16,0,"00676.m2ts"
TINFO:181,25,0,"1"
TINFO:181,26,0,"676"
TINFO:181,27,0,"Avatar- Fire and Ash_t181.mkv"
TINFO:181,28,0,"eng"
TINFO:181,29,0,"English"
TINFO:181,30,0,"Avatar: Fire and Ash , 3.1 MB"
TINFO:181,31,6120,"<b>Title information</b><br>"
TINFO:181,33,0,"0"
SINFO:181,0,1,6201,"Video"
SINFO:181,0,5,0,"V_MPEGH/ISO/HEVC"
SINFO:181,0,6,0,"MpegH"
SINFO:181,0,7,0,"MpegH HEVC Main10@L5.1 (dvhe.07.06 BL+MEL+RPU)"
SINFO:181,0,19,0,"3840x2160"
SINFO:181,0,20,0,"16:9"
SINFO:181,0,21,0,"23.976 (480000/20020)"
SINFO:181,0,22,0,"65536"
SINFO:181,0,28,0,"eng"
SINFO:181,0,29,0,"English"
SINFO:181,0,30,0,"MpegH HEVC Main10@L5.1 (dvhe.07.06 BL+MEL+RPU)"
SINFO:181,0,31,6121,"<b>Track information</b><br>"
SINFO:181,0,33,0,"0"
SINFO:181,0,38,0,""
SINFO:181,0,42,5088,"( Lossless conversion )"
TINFO:182,2,0,"Avatar: Fire and Ash"
TINFO:182,9,0,"0:00:07"
TINFO:182,10,0,"2.7 MB"
TINFO:182,11,0,"2838528"
TINFO:182,16,0,"00677.m2ts"
TINFO:182,25,0,"1"
TINFO:182,26,0,"677"
TINFO:182,27,0,"Avatar- Fire and Ash_t182.mkv"
TINFO:182,28,0,"eng"
TINFO:182,29,0,"English"
TINFO:182,30,0,"Avatar: Fire and Ash , 2.7 MB"
TINFO:182,31,6120,"<b>Title information</b><br>"
TINFO:182,33,0,"0"
SINFO:182,0,1,6201,"Video"
SINFO:182,0,5,0,"V_MPEGH/ISO/HEVC"
SINFO:182,0,6,0,"MpegH"
SINFO:182,0,7,0,"MpegH HEVC Main10@L5.1 (dvhe.07.06 BL+MEL+RPU)"
SINFO:182,0,19,0,"3840x2160"
SINFO:182,0,20,0,"16:9"
SINFO:182,0,21,0,"23.976 (480000/20020)"
SINFO:182,0,22,0,"65536"
SINFO:182,0,28,0,"eng"
SINFO:182,0,29,0,"English"
SINFO:182,0,30,0,"MpegH HEVC Main10@L5.1 (dvhe.07.06 BL+MEL+RPU)"
SINFO:182,0,31,6121,"<b>Track information</b><br>"
SINFO:182,0,33,0,"0"
SINFO:182,0,38,0,""
SINFO:182,0,42,5088,"( Lossless conversion )"
TINFO:183,2,0,"Avatar: Fire and Ash"
TINFO:183,9,0,"0:00:07"
TINFO:183,10,0,"2.7 MB"
TINFO:183,11,0,"2856960"
TINFO:183,16,0,"00678.m2ts"
TINFO:183,25,0,"1"
TINFO:183,26,0,"678"
TINFO:183,27,0,"Avatar- Fire and Ash_t183.mkv"
TINFO:183,28,0,"eng"
TINFO:183,29,0,"English"
TINFO:183,30,0,"Avatar: Fire and Ash , 2.7 MB"
TINFO:183,31,6120,"<b>Title information</b><br>"
TINFO:183,33,0,"0"
SINFO:183,0,1,6201,"Video"
SINFO:183,0,5,0,"V_MPEGH/ISO/HEVC"
SINFO:183,0,6,0,"MpegH"
SINFO:183,0,7,0,"MpegH HEVC Main10@L5.1 (dvhe.07.06 BL+MEL+RPU)"
SINFO:183,0,19,0,"3840x2160"
SINFO:183,0,20,0,"16:9"
SINFO:183,0,21,0,"23.976 (480000/20020)"
SINFO:183,0,22,0,"65536"
SINFO:183,0,28,0,"eng"
SINFO:183,0,29,0,"English"
SINFO:183,0,30,0,"MpegH HEVC Main10@L5.1 (dvhe.07.06 BL+MEL+RPU)"
SINFO:183,0,31,6121,"<b>Track information</b><br>"
SINFO:183,0,33,0,"0"
SINFO:183,0,38,0,""
SINFO:183,0,42,5088,"( Lossless conversion )"
TINFO:184,2,0,"Avatar: Fire and Ash"
TINFO:184,9,0,"0:00:16"
TINFO:184,10,0,"117.0 MB"
TINFO:184,11,0,"122683392"
TINFO:184,16,0,"00679.m2ts"
TINFO:184,25,0,"1"
TINFO:184,26,0,"679"
TINFO:184,27,0,"Avatar- Fire and Ash_t184.mkv"
TINFO:184,28,0,"eng"
TINFO:184,29,0,"English"
TINFO:184,30,0,"Avatar: Fire and Ash , 117.0 MB"
TINFO:184,31,6120,"<b>Title information</b><br>"
TINFO:184,33,0,"0"
SINFO:184,0,1,6201,"Video"
SINFO:184,0,5,0,"V_MPEGH/ISO/HEVC"
SINFO:184,0,6,0,"MpegH"
SINFO:184,0,7,0,"MpegH HEVC Main10@L5.1 (dvhe.07.06 BL+FEL+RPU)"
SINFO:184,0,19,0,"3840x2160"
SINFO:184,0,20,0,"16:9"
SINFO:184,0,21,0,"23.976 (480000/20020)"
SINFO:184,0,22,0,"65536"
SINFO:184,0,28,0,"eng"
SINFO:184,0,29,0,"English"
SINFO:184,0,30,0,"MpegH HEVC Main10@L5.1 (dvhe.07.06 BL+FEL+RPU)"
SINFO:184,0,31,6121,"<b>Track information</b><br>"
SINFO:184,0,33,0,"0"
SINFO:184,0,38,0,""
SINFO:184,0,42,5088,"( Lossless conversion )"
SINFO:184,1,1,6202,"Audio"
SINFO:184,1,2,0,"Surround 7.1"
SINFO:184,1,3,0,"eng"
SINFO:184,1,4,0,"English"
SINFO:184,1,5,0,"A_TRUEHD"
SINFO:184,1,6,0,"TrueHD"
SINFO:184,1,7,0,"TrueHD Atmos"
SINFO:184,1,13,0,"128 Kb/s"
SINFO:184,1,14,0,"8"
SINFO:184,1,17,0,"48000"
SINFO:184,1,18,0,"24"
SINFO:184,1,22,0,"1024"
SINFO:184,1,28,0,"eng"
SINFO:184,1,29,0,"English"
SINFO:184,1,30,0,"TrueHD Surround 7.1 English"
SINFO:184,1,31,6121,"<b>Track information</b><br>"
SINFO:184,1,33,0,"0"
SINFO:184,1,38,0,"d"
SINFO:184,1,39,0,"Default"
SINFO:184,1,40,0,"7.1"
SINFO:184,1,42,5088,"( Lossless conversion )"
SINFO:184,2,1,6202,"Audio"
SINFO:184,2,2,0,"Surround 5.1"
SINFO:184,2,3,0,"eng"
SINFO:184,2,4,0,"English"
SINFO:184,2,5,0,"A_AC3"
SINFO:184,2,6,0,"DD"
SINFO:184,2,7,0,"Dolby Digital"
SINFO:184,2,13,0,"640 Kb/s"
SINFO:184,2,14,0,"6"
SINFO:184,2,17,0,"48000"
SINFO:184,2,22,0,"2304"
SINFO:184,2,28,0,"eng"
SINFO:184,2,29,0,"English"
SINFO:184,2,30,0,"DD Surround 5.1 English"
SINFO:184,2,31,6121,"<b>Track information</b><br>"
SINFO:184,2,33,0,"0"
SINFO:184,2,38,0,""
SINFO:184,2,40,0,"5.1(side)"
SINFO:184,2,42,5088,"( Lossless conversion )"
SINFO:184,3,1,6202,"Audio"
SINFO:184,3,2,5091,"Stereo"
SINFO:184,3,3,0,"eng"
SINFO:184,3,4,0,"English"
SINFO:184,3,5,0,"A_DTS"
SINFO:184,3,6,0,"DTS-HD MA"
SINFO:184,3,7,0,"DTS-HD Master Audio"
SINFO:184,3,14,0,"2"
SINFO:184,3,17,0,"48000"
SINFO:184,3,18,0,"24"
SINFO:184,3,22,0,"1024"
SINFO:184,3,28,0,"eng"
SINFO:184,3,29,0,"English"
SINFO:184,3,30,0,"DTS-HD MA Stereo English"
SINFO:184,3,31,6121,"<b>Track information</b><br>"
SINFO:184,3,33,0,"0"
SINFO:184,3,38,0,""
SINFO:184,3,40,0,"stereo"
SINFO:184,3,42,5088,"( Lossless conversion )"
SINFO:184,4,1,6202,"Audio"
SINFO:184,4,2,5091,"Stereo"
SINFO:184,4,3,0,"eng"
SINFO:184,4,4,0,"English"
SINFO:184,4,5,0,"A_DTS"
SINFO:184,4,6,0,"DTS"
SINFO:184,4,7,0,"DTS"
SINFO:184,4,13,0,"768 Kb/s"
SINFO:184,4,14,0,"2"
SINFO:184,4,17,0,"48000"
SINFO:184,4,22,0,"2304"
SINFO:184,4,28,0,"eng"
SINFO:184,4,29,0,"English"
SINFO:184,4,30,0,"DTS Stereo English"
SINFO:184,4,31,6121,"<b>Track information</b><br>"
SINFO:184,4,33,0,"0"
SINFO:184,4,38,0,""
SINFO:184,4,40,0,"stereo"
SINFO:184,4,42,5088,"( Lossless conversion )"
SINFO:184,5,1,6202,"Audio"
SINFO:184,5,2,5091,"Stereo"
SINFO:184,5,3,0,"eng"
SINFO:184,5,4,0,"English"
SINFO:184,5,5,0,"A_AC3"
SINFO:184,5,6,0,"DD"
SINFO:184,5,7,0,"Dolby Digital"
SINFO:184,5,13,0,"320 Kb/s"
SINFO:184,5,14,0,"2"
SINFO:184,5,17,0,"48000"
SINFO:184,5,22,0,"0"
SINFO:184,5,28,0,"eng"
SINFO:184,5,29,0,"English"
SINFO:184,5,30,0,"DD Stereo English"
SINFO:184,5,31,6121,"<b>Track information</b><br>"
SINFO:184,5,33,0,"0"
SINFO:184,5,38,0,""
SINFO:184,5,40,0,"stereo"
SINFO:184,5,42,5088,"( Lossless conversion )"
SINFO:184,6,1,6202,"Audio"
SINFO:184,6,2,0,"Surround 5.1"
SINFO:184,6,3,0,"eng"
SINFO:184,6,4,0,"English"
SINFO:184,6,5,0,"A_AC3"
SINFO:184,6,6,0,"DD"
SINFO:184,6,7,0,"Dolby Digital"
SINFO:184,6,13,0,"640 Kb/s"
SINFO:184,6,14,0,"6"
SINFO:184,6,17,0,"48000"
SINFO:184,6,22,0,"0"
SINFO:184,6,28,0,"eng"
SINFO:184,6,29,0,"English"
SINFO:184,6,30,0,"DD Surround 5.1 English"
SINFO:184,6,31,6121,"<b>Track information</b><br>"
SINFO:184,6,33,0,"0"
SINFO:184,6,38,0,""
SINFO:184,6,40,0,"5.1(side)"
SINFO:184,6,42,5088,"( Lossless conversion )"
SINFO:184,7,1,6202,"Audio"
SINFO:184,7,2,0,"Surround 5.1"
SINFO:184,7,3,0,"fra"
SINFO:184,7,4,0,"French"
SINFO:184,7,5,0,"A_AC3"
SINFO:184,7,6,0,"DD"
SINFO:184,7,7,0,"Dolby Digital"
SINFO:184,7,13,0,"640 Kb/s"
SINFO:184,7,14,0,"6"
SINFO:184,7,17,0,"48000"
SINFO:184,7,22,0,"0"
SINFO:184,7,28,0,"eng"
SINFO:184,7,29,0,"English"
SINFO:184,7,30,0,"DD Surround 5.1 French"
SINFO:184,7,31,6121,"<b>Track information</b><br>"
SINFO:184,7,33,0,"0"
SINFO:184,7,38,0,""
SINFO:184,7,40,0,"5.1(side)"
SINFO:184,7,42,5088,"( Lossless conversion )"
SINFO:184,8,1,6202,"Audio"
SINFO:184,8,2,0,"Surround 7.1"
SINFO:184,8,3,0,"spa"
SINFO:184,8,4,0,"Spanish"
SINFO:184,8,5,0,"A_EAC3"
SINFO:184,8,6,0,"DDplus"
SINFO:184,8,7,0,"Dolby Digital plus"
SINFO:184,8,14,0,"8"
SINFO:184,8,17,0,"48000"
SINFO:184,8,22,0,"1024"
SINFO:184,8,28,0,"eng"
SINFO:184,8,29,0,"English"
SINFO:184,8,30,0,"DDplus Surround 7.1 Spanish"
SINFO:184,8,31,6121,"<b>Track information</b><br>"
SINFO:184,8,33,0,"0"
SINFO:184,8,38,0,""
SINFO:184,8,40,0,"7.1"
SINFO:184,8,42,5088,"( Lossless conversion )"
SINFO:184,9,1,6202,"Audio"
SINFO:184,9,2,0,"Surround 5.1"
SINFO:184,9,3,0,"spa"
SINFO:184,9,4,0,"Spanish"
SINFO:184,9,5,0,"A_AC3"
SINFO:184,9,6,0,"DD"
SINFO:184,9,7,0,"Dolby Digital"
SINFO:184,9,13,0,"576 Kb/s"
SINFO:184,9,14,0,"6"
SINFO:184,9,17,0,"48000"
SINFO:184,9,22,0,"2304"
SINFO:184,9,28,0,"eng"
SINFO:184,9,29,0,"English"
SINFO:184,9,30,0,"DD Surround 5.1 Spanish"
SINFO:184,9,31,6121,"<b>Track information</b><br>"
SINFO:184,9,33,0,"0"
SINFO:184,9,38,0,""
SINFO:184,9,40,0,"5.1(side)"
SINFO:184,9,42,5088,"( Lossless conversion )"
SINFO:184,10,1,6203,"Subtitles"
SINFO:184,10,3,0,"eng"
SINFO:184,10,4,0,"English"
SINFO:184,10,5,0,"S_HDMV/PGS"
SINFO:184,10,6,0,"PGS"
SINFO:184,10,7,0,"HDMV PGS Subtitles"
SINFO:184,10,22,0,"0"
SINFO:184,10,28,0,"eng"
SINFO:184,10,29,0,"English"
SINFO:184,10,30,0,"PGS English"
SINFO:184,10,31,6121,"<b>Track information</b><br>"
SINFO:184,10,33,0,"0"
SINFO:184,10,38,0,""
SINFO:184,10,42,5088,"( Lossless conversion )"
SINFO:184,11,1,6203,"Subtitles"
SINFO:184,11,3,0,"eng"
SINFO:184,11,4,0,"English"
SINFO:184,11,5,0,"S_HDMV/PGS"
SINFO:184,11,6,0,"PGS"
SINFO:184,11,7,0,"HDMV PGS Subtitles"
SINFO:184,11,22,0,"6144"
SINFO:184,11,28,0,"eng"
SINFO:184,11,29,0,"English"
SINFO:184,11,30,0,"PGS English  (forced only)"
SINFO:184,11,31,6121,"<b>Track information</b><br>"
SINFO:184,11,33,0,"0"
SINFO:184,11,38,0,"d"
SINFO:184,11,39,0,"Default"
SINFO:184,11,42,5088,"( Lossless conversion )"
SINFO:184,12,1,6203,"Subtitles"
SINFO:184,12,3,0,"fra"
SINFO:184,12,4,0,"French"
SINFO:184,12,5,0,"S_HDMV/PGS"
SINFO:184,12,6,0,"PGS"
SINFO:184,12,7,0,"HDMV PGS Subtitles"
SINFO:184,12,22,0,"0"
SINFO:184,12,28,0,"eng"
SINFO:184,12,29,0,"English"
SINFO:184,12,30,0,"PGS French"
SINFO:184,12,31,6121,"<b>Track information</b><br>"
SINFO:184,12,33,0,"0"
SINFO:184,12,38,0,""
SINFO:184,12,42,5088,"( Lossless conversion )"
SINFO:184,13,1,6203,"Subtitles"
SINFO:184,13,3,0,"fra"
SINFO:184,13,4,0,"French"
SINFO:184,13,5,0,"S_HDMV/PGS"
SINFO:184,13,6,0,"PGS"
SINFO:184,13,7,0,"HDMV PGS Subtitles"
SINFO:184,13,22,0,"6144"
SINFO:184,13,28,0,"eng"
SINFO:184,13,29,0,"English"
SINFO:184,13,30,0,"PGS French  (forced only)"
SINFO:184,13,31,6121,"<b>Track information</b><br>"
SINFO:184,13,33,0,"0"
SINFO:184,13,38,0,""
SINFO:184,13,42,5088,"( Lossless conversion )"
SINFO:184,14,1,6203,"Subtitles"
SINFO:184,14,3,0,"spa"
SINFO:184,14,4,0,"Spanish"
SINFO:184,14,5,0,"S_HDMV/PGS"
SINFO:184,14,6,0,"PGS"
SINFO:184,14,7,0,"HDMV PGS Subtitles"
SINFO:184,14,22,0,"0"
SINFO:184,14,28,0,"eng"
SINFO:184,14,29,0,"English"
SINFO:184,14,30,0,"PGS Spanish"
SINFO:184,14,31,6121,"<b>Track information</b><br>"
SINFO:184,14,33,0,"0"
SINFO:184,14,38,0,""
SINFO:184,14,42,5088,"( Lossless conversion )"
SINFO:184,15,1,6203,"Subtitles"
SINFO:184,15,3,0,"spa"
SINFO:184,15,4,0,"Spanish"
SINFO:184,15,5,0,"S_HDMV/PGS"
SINFO:184,15,6,0,"PGS"
SINFO:184,15,7,0,"HDMV PGS Subtitles"
SINFO:184,15,22,0,"6144"
SINFO:184,15,28,0,"eng"
SINFO:184,15,29,0,"English"
SINFO:184,15,30,0,"PGS Spanish  (forced only)"
SINFO:184,15,31,6121,"<b>Track information</b><br>"
SINFO:184,15,33,0,"0"
SINFO:184,15,38,0,""
SINFO:184,15,42,5088,"( Lossless conversion )"
SINFO:184,16,1,6203,"Subtitles"
SINFO:184,16,3,0,"fra"
SINFO:184,16,4,0,"French"
SINFO:184,16,5,0,"S_HDMV/PGS"
SINFO:184,16,6,0,"PGS"
SINFO:184,16,7,0,"HDMV PGS Subtitles"
SINFO:184,16,22,0,"0"
SINFO:184,16,28,0,"eng"
SINFO:184,16,29,0,"English"
SINFO:184,16,30,0,"PGS French"
SINFO:184,16,31,6121,"<b>Track information</b><br>"
SINFO:184,16,33,0,"0"
SINFO:184,16,38,0,""
SINFO:184,16,42,5088,"( Lossless conversion )"
SINFO:184,17,1,6203,"Subtitles"
SINFO:184,17,3,0,"fra"
SINFO:184,17,4,0,"French"
SINFO:184,17,5,0,"S_HDMV/PGS"
SINFO:184,17,6,0,"PGS"
SINFO:184,17,7,0,"HDMV PGS Subtitles"
SINFO:184,17,22,0,"6144"
SINFO:184,17,28,0,"eng"
SINFO:184,17,29,0,"English"
SINFO:184,17,30,0,"PGS French  (forced only)"
SINFO:184,17,31,6121,"<b>Track information</b><br>"
SINFO:184,17,33,0,"0"
SINFO:184,17,38,0,""
SINFO:184,17,42,5088,"( Lossless conversion )"
SINFO:184,18,1,6203,"Subtitles"
SINFO:184,18,3,0,"spa"
SINFO:184,18,4,0,"Spanish"
SINFO:184,18,5,0,"S_HDMV/PGS"
SINFO:184,18,6,0,"PGS"
SINFO:184,18,7,0,"HDMV PGS Subtitles"
SINFO:184,18,22,0,"0"
SINFO:184,18,28,0,"eng"
SINFO:184,18,29,0,"English"
SINFO:184,18,30,0,"PGS Spanish"
SINFO:184,18,31,6121,"<b>Track information</b><br>"
SINFO:184,18,33,0,"0"
SINFO:184,18,38,0,""
SINFO:184,18,42,5088,"( Lossless conversion )"
SINFO:184,19,1,6203,"Subtitles"
SINFO:184,19,3,0,"spa"
SINFO:184,19,4,0,"Spanish"
SINFO:184,19,5,0,"S_HDMV/PGS"
SINFO:184,19,6,0,"PGS"
SINFO:184,19,7,0,"HDMV PGS Subtitles"
SINFO:184,19,22,0,"6144"
SINFO:184,19,28,0,"eng"
SINFO:184,19,29,0,"English"
SINFO:184,19,30,0,"PGS Spanish  (forced only)"
SINFO:184,19,31,6121,"<b>Track information</b><br>"
SINFO:184,19,33,0,"0"
SINFO:184,19,38,0,""
SINFO:184,19,42,5088,"( Lossless conversion )"
TINFO:185,2,0,"Avatar: Fire and Ash"
TINFO:185,9,0,"0:00:16"
TINFO:185,10,0,"116.7 MB"
TINFO:185,11,0,"122400768"
TINFO:185,16,0,"00680.m2ts"
TINFO:185,25,0,"1"
TINFO:185,26,0,"680"
TINFO:185,27,0,"Avatar- Fire and Ash_t185.mkv"
TINFO:185,28,0,"eng"
TINFO:185,29,0,"English"
TINFO:185,30,0,"Avatar: Fire and Ash , 116.7 MB"
TINFO:185,31,6120,"<b>Title information</b><br>"
TINFO:185,33,0,"0"
SINFO:185,0,1,6201,"Video"
SINFO:185,0,5,0,"V_MPEGH/ISO/HEVC"
SINFO:185,0,6,0,"MpegH"
SINFO:185,0,7,0,"MpegH HEVC Main10@L5.1 (dvhe.07.06 BL+FEL+RPU)"
SINFO:185,0,19,0,"3840x2160"
SINFO:185,0,20,0,"16:9"
SINFO:185,0,21,0,"23.976 (480000/20020)"
SINFO:185,0,22,0,"65536"
SINFO:185,0,28,0,"eng"
SINFO:185,0,29,0,"English"
SINFO:185,0,30,0,"MpegH HEVC Main10@L5.1 (dvhe.07.06 BL+FEL+RPU)"
SINFO:185,0,31,6121,"<b>Track information</b><br>"
SINFO:185,0,33,0,"0"
SINFO:185,0,38,0,""
SINFO:185,0,42,5088,"( Lossless conversion )"
SINFO:185,1,1,6202,"Audio"
SINFO:185,1,2,0,"Surround 7.1"
SINFO:185,1,3,0,"eng"
SINFO:185,1,4,0,"English"
SINFO:185,1,5,0,"A_TRUEHD"
SINFO:185,1,6,0,"TrueHD"
SINFO:185,1,7,0,"TrueHD Atmos"
SINFO:185,1,13,0,"128 Kb/s"
SINFO:185,1,14,0,"8"
SINFO:185,1,17,0,"48000"
SINFO:185,1,18,0,"24"
SINFO:185,1,22,0,"1024"
SINFO:185,1,28,0,"eng"
SINFO:185,1,29,0,"English"
SINFO:185,1,30,0,"TrueHD Surround 7.1 English"
SINFO:185,1,31,6121,"<b>Track information</b><br>"
SINFO:185,1,33,0,"0"
SINFO:185,1,38,0,"d"
SINFO:185,1,39,0,"Default"
SINFO:185,1,40,0,"7.1"
SINFO:185,1,42,5088,"( Lossless conversion )"
SINFO:185,2,1,6202,"Audio"
SINFO:185,2,2,0,"Surround 5.1"
SINFO:185,2,3,0,"eng"
SINFO:185,2,4,0,"English"
SINFO:185,2,5,0,"A_AC3"
SINFO:185,2,6,0,"DD"
SINFO:185,2,7,0,"Dolby Digital"
SINFO:185,2,13,0,"640 Kb/s"
SINFO:185,2,14,0,"6"
SINFO:185,2,17,0,"48000"
SINFO:185,2,22,0,"2304"
SINFO:185,2,28,0,"eng"
SINFO:185,2,29,0,"English"
SINFO:185,2,30,0,"DD Surround 5.1 English"
SINFO:185,2,31,6121,"<b>Track information</b><br>"
SINFO:185,2,33,0,"0"
SINFO:185,2,38,0,""
SINFO:185,2,40,0,"5.1(side)"
SINFO:185,2,42,5088,"( Lossless conversion )"
SINFO:185,3,1,6202,"Audio"
SINFO:185,3,2,5091,"Stereo"
SINFO:185,3,3,0,"eng"
SINFO:185,3,4,0,"English"
SINFO:185,3,5,0,"A_DTS"
SINFO:185,3,6,0,"DTS-HD MA"
SINFO:185,3,7,0,"DTS-HD Master Audio"
SINFO:185,3,14,0,"2"
SINFO:185,3,17,0,"48000"
SINFO:185,3,18,0,"24"
SINFO:185,3,22,0,"1024"
SINFO:185,3,28,0,"eng"
SINFO:185,3,29,0,"English"
SINFO:185,3,30,0,"DTS-HD MA Stereo English"
SINFO:185,3,31,6121,"<b>Track information</b><br>"
SINFO:185,3,33,0,"0"
SINFO:185,3,38,0,""
SINFO:185,3,40,0,"stereo"
SINFO:185,3,42,5088,"( Lossless conversion )"
SINFO:185,4,1,6202,"Audio"
SINFO:185,4,2,5091,"Stereo"
SINFO:185,4,3,0,"eng"
SINFO:185,4,4,0,"English"
SINFO:185,4,5,0,"A_DTS"
SINFO:185,4,6,0,"DTS"
SINFO:185,4,7,0,"DTS"
SINFO:185,4,13,0,"768 Kb/s"
SINFO:185,4,14,0,"2"
SINFO:185,4,17,0,"48000"
SINFO:185,4,22,0,"2304"
SINFO:185,4,28,0,"eng"
SINFO:185,4,29,0,"English"
SINFO:185,4,30,0,"DTS Stereo English"
SINFO:185,4,31,6121,"<b>Track information</b><br>"
SINFO:185,4,33,0,"0"
SINFO:185,4,38,0,""
SINFO:185,4,40,0,"stereo"
SINFO:185,4,42,5088,"( Lossless conversion )"
SINFO:185,5,1,6202,"Audio"
SINFO:185,5,2,5091,"Stereo"
SINFO:185,5,3,0,"eng"
SINFO:185,5,4,0,"English"
SINFO:185,5,5,0,"A_AC3"
SINFO:185,5,6,0,"DD"
SINFO:185,5,7,0,"Dolby Digital"
SINFO:185,5,13,0,"320 Kb/s"
SINFO:185,5,14,0,"2"
SINFO:185,5,17,0,"48000"
SINFO:185,5,22,0,"0"
SINFO:185,5,28,0,"eng"
SINFO:185,5,29,0,"English"
SINFO:185,5,30,0,"DD Stereo English"
SINFO:185,5,31,6121,"<b>Track information</b><br>"
SINFO:185,5,33,0,"0"
SINFO:185,5,38,0,""
SINFO:185,5,40,0,"stereo"
SINFO:185,5,42,5088,"( Lossless conversion )"
SINFO:185,6,1,6202,"Audio"
SINFO:185,6,2,0,"Surround 5.1"
SINFO:185,6,3,0,"eng"
SINFO:185,6,4,0,"English"
SINFO:185,6,5,0,"A_AC3"
SINFO:185,6,6,0,"DD"
SINFO:185,6,7,0,"Dolby Digital"
SINFO:185,6,13,0,"640 Kb/s"
SINFO:185,6,14,0,"6"
SINFO:185,6,17,0,"48000"
SINFO:185,6,22,0,"0"
SINFO:185,6,28,0,"eng"
SINFO:185,6,29,0,"English"
SINFO:185,6,30,0,"DD Surround 5.1 English"
SINFO:185,6,31,6121,"<b>Track information</b><br>"
SINFO:185,6,33,0,"0"
SINFO:185,6,38,0,""
SINFO:185,6,40,0,"5.1(side)"
SINFO:185,6,42,5088,"( Lossless conversion )"
SINFO:185,7,1,6202,"Audio"
SINFO:185,7,2,0,"Surround 5.1"
SINFO:185,7,3,0,"fra"
SINFO:185,7,4,0,"French"
SINFO:185,7,5,0,"A_AC3"
SINFO:185,7,6,0,"DD"
SINFO:185,7,7,0,"Dolby Digital"
SINFO:185,7,13,0,"640 Kb/s"
SINFO:185,7,14,0,"6"
SINFO:185,7,17,0,"48000"
SINFO:185,7,22,0,"0"
SINFO:185,7,28,0,"eng"
SINFO:185,7,29,0,"English"
SINFO:185,7,30,0,"DD Surround 5.1 French"
SINFO:185,7,31,6121,"<b>Track information</b><br>"
SINFO:185,7,33,0,"0"
SINFO:185,7,38,0,""
SINFO:185,7,40,0,"5.1(side)"
SINFO:185,7,42,5088,"( Lossless conversion )"
SINFO:185,8,1,6202,"Audio"
SINFO:185,8,2,0,"Surround 7.1"
SINFO:185,8,3,0,"spa"
SINFO:185,8,4,0,"Spanish"
SINFO:185,8,5,0,"A_EAC3"
SINFO:185,8,6,0,"DDplus"
SINFO:185,8,7,0,"Dolby Digital plus"
SINFO:185,8,14,0,"8"
SINFO:185,8,17,0,"48000"
SINFO:185,8,22,0,"1024"
SINFO:185,8,28,0,"eng"
SINFO:185,8,29,0,"English"
SINFO:185,8,30,0,"DDplus Surround 7.1 Spanish"
SINFO:185,8,31,6121,"<b>Track information</b><br>"
SINFO:185,8,33,0,"0"
SINFO:185,8,38,0,""
SINFO:185,8,40,0,"7.1"
SINFO:185,8,42,5088,"( Lossless conversion )"
SINFO:185,9,1,6202,"Audio"
SINFO:185,9,2,0,"Surround 5.1"
SINFO:185,9,3,0,"spa"
SINFO:185,9,4,0,"Spanish"
SINFO:185,9,5,0,"A_AC3"
SINFO:185,9,6,0,"DD"
SINFO:185,9,7,0,"Dolby Digital"
SINFO:185,9,13,0,"576 Kb/s"
SINFO:185,9,14,0,"6"
SINFO:185,9,17,0,"48000"
SINFO:185,9,22,0,"2304"
SINFO:185,9,28,0,"eng"
SINFO:185,9,29,0,"English"
SINFO:185,9,30,0,"DD Surround 5.1 Spanish"
SINFO:185,9,31,6121,"<b>Track information</b><br>"
SINFO:185,9,33,0,"0"
SINFO:185,9,38,0,""
SINFO:185,9,40,0,"5.1(side)"
